ID,Response
51591,1
51592,0
51593,0
51594,0
51595,0
51596,1
51597,0
51598,0
51599,0
51600,0
51601,0
51602,0
51603,0
51604,1
51605,0
51606,1
51607,1
51608,1
51609,0
51610,1
51611,0
51612,1
51613,0
51614,0
51615,0
51616,0
51617,0
51618,0
51619,0
51620,0
51621,0
51622,1
51623,1
51624,1
51625,0
51626,0
51627,0
51628,0
51629,0
51630,0
51631,0
51632,0
51633,1
51634,0
51635,1
51636,0
51637,1
51638,0
51639,0
51640,0
51641,0
51642,0
51643,0
51644,0
51645,0
51646,0
51647,0
51648,1
51649,0
51650,0
51651,0
51652,1
51653,0
51654,0
51655,1
51656,1
51657,0
51658,0
51659,0
51660,0
51661,0
51662,1
51663,0
51664,1
51665,0
51666,0
51667,0
51668,0
51669,1
51670,0
51671,0
51672,0
51673,1
51674,0
51675,0
51676,1
51677,0
51678,0
51679,0
51680,0
51681,0
51682,0
51683,0
51684,0
51685,0
51686,1
51687,0
51688,0
51689,1
51690,1
51691,1
51692,0
51693,0
51694,0
51695,1
51696,0
51697,1
51698,0
51699,0
51700,0
51701,0
51702,0
51703,1
51704,0
51705,1
51706,1
51707,1
51708,1
51709,0
51710,0
51711,0
51712,0
51713,1
51714,0
51715,1
51716,0
51717,0
51718,0
51719,0
51720,0
51721,0
51722,0
51723,0
51724,0
51725,0
51726,0
51727,0
51728,0
51729,0
51730,0
51731,0
51732,0
51733,0
51734,1
51735,1
51736,0
51737,1
51738,0
51739,1
51740,1
51741,0
51742,1
51743,1
51744,0
51745,0
51746,0
51747,0
51748,1
51749,0
51750,1
51751,0
51752,0
51753,1
51754,0
51755,0
51756,1
51757,0
51758,1
51759,1
51760,0
51761,0
51762,0
51763,1
51764,0
51765,0
51766,0
51767,0
51768,0
51769,1
51770,1
51771,0
51772,0
51773,0
51774,1
51775,1
51776,0
51777,1
51778,0
51779,0
51780,0
51781,1
51782,0
51783,1
51784,0
51785,1
51786,0
51787,0
51788,0
51789,1
51790,0
51791,0
51792,0
51793,1
51794,0
51795,0
51796,0
51797,1
51798,1
51799,0
51800,1
51801,0
51802,1
51803,1
51804,1
51805,1
51806,0
51807,1
51808,1
51809,0
51810,0
51811,1
51812,1
51813,0
51814,1
51815,0
51816,0
51817,0
51818,0
51819,1
51820,1
51821,0
51822,1
51823,0
51824,1
51825,1
51826,0
51827,0
51828,0
51829,0
51830,0
51831,1
51832,1
51833,0
51834,1
51835,0
51836,0
51837,0
51838,0
51839,0
51840,1
51841,1
51842,0
51843,0
51844,0
51845,0
51846,0
51847,0
51848,0
51849,0
51850,0
51851,1
51852,0
51853,1
51854,0
51855,0
51856,1
51857,0
51858,1
51859,0
51860,1
51861,0
51862,0
51863,0
51864,1
51865,1
51866,0
51867,0
51868,0
51869,0
51870,1
51871,0
51872,1
51873,1
51874,0
51875,0
51876,0
51877,1
51878,0
51879,0
51880,0
51881,0
51882,0
51883,0
51884,1
51885,0
51886,0
51887,0
51888,1
51889,0
51890,1
51891,0
51892,1
51893,1
51894,0
51895,0
51896,0
51897,0
51898,1
51899,1
51900,1
51901,0
51902,0
51903,0
51904,0
51905,1
51906,0
51907,1
51908,0
51909,0
51910,1
51911,0
51912,0
51913,0
51914,0
51915,0
51916,0
51917,0
51918,0
51919,1
51920,0
51921,1
51922,0
51923,0
51924,0
51925,0
51926,1
51927,1
51928,1
51929,0
51930,1
51931,0
51932,1
51933,0
51934,1
51935,1
51936,0
51937,1
51938,0
51939,0
51940,0
51941,0
51942,1
51943,0
51944,0
51945,0
51946,0
51947,1
51948,1
51949,0
51950,0
51951,0
51952,0
51953,1
51954,0
51955,0
51956,0
51957,1
51958,1
51959,0
51960,0
51961,0
51962,0
51963,1
51964,0
51965,0
51966,1
51967,1
51968,0
51969,0
51970,0
51971,0
51972,0
51973,1
51974,0
51975,0
51976,1
51977,1
51978,0
51979,1
51980,1
51981,1
51982,0
51983,1
51984,0
51985,0
51986,0
51987,0
51988,1
51989,0
51990,1
51991,0
51992,1
51993,1
51994,0
51995,1
51996,0
51997,0
51998,0
51999,1
52000,0
52001,1
52002,0
52003,0
52004,0
52005,0
52006,1
52007,0
52008,0
52009,1
52010,0
52011,0
52012,0
52013,0
52014,0
52015,0
52016,0
52017,0
52018,1
52019,0
52020,1
52021,1
52022,1
52023,0
52024,0
52025,1
52026,1
52027,0
52028,0
52029,0
52030,0
52031,0
52032,0
52033,1
52034,0
52035,1
52036,0
52037,0
52038,0
52039,1
52040,0
52041,1
52042,1
52043,0
52044,0
52045,0
52046,0
52047,1
52048,0
52049,0
52050,1
52051,1
52052,0
52053,0
52054,0
52055,1
52056,0
52057,0
52058,0
52059,0
52060,0
52061,0
52062,0
52063,0
52064,0
52065,1
52066,1
52067,0
52068,0
52069,0
52070,1
52071,1
52072,0
52073,1
52074,0
52075,0
52076,0
52077,0
52078,1
52079,1
52080,0
52081,1
52082,0
52083,0
52084,0
52085,0
52086,0
52087,0
52088,0
52089,0
52090,0
52091,0
52092,0
52093,1
52094,0
52095,1
52096,0
52097,0
52098,0
52099,1
52100,0
52101,0
52102,0
52103,1
52104,1
52105,1
52106,0
52107,1
52108,0
52109,0
52110,0
52111,0
52112,1
52113,1
52114,0
52115,0
52116,1
52117,0
52118,0
52119,0
52120,0
52121,0
52122,0
52123,0
52124,0
52125,1
52126,1
52127,1
52128,0
52129,0
52130,1
52131,0
52132,1
52133,0
52134,0
52135,1
52136,0
52137,1
52138,0
52139,0
52140,0
52141,1
52142,0
52143,0
52144,0
52145,0
52146,0
52147,0
52148,0
52149,0
52150,0
52151,0
52152,0
52153,1
52154,0
52155,0
52156,0
52157,0
52158,0
52159,0
52160,0
52161,1
52162,1
52163,0
52164,0
52165,0
52166,0
52167,0
52168,0
52169,0
52170,0
52171,0
52172,0
52173,0
52174,0
52175,0
52176,1
52177,0
52178,0
52179,1
52180,0
52181,1
52182,1
52183,0
52184,0
52185,0
52186,1
52187,0
52188,0
52189,0
52190,0
52191,0
52192,0
52193,0
52194,0
52195,0
52196,1
52197,1
52198,0
52199,0
52200,1
52201,0
52202,0
52203,1
52204,0
52205,0
52206,0
52207,0
52208,1
52209,1
52210,1
52211,1
52212,0
52213,0
52214,0
52215,0
52216,0
52217,0
52218,0
52219,0
52220,0
52221,1
52222,0
52223,1
52224,0
52225,0
52226,0
52227,1
52228,0
52229,1
52230,1
52231,0
52232,1
52233,0
52234,1
52235,0
52236,0
52237,1
52238,1
52239,0
52240,1
52241,0
52242,0
52243,0
52244,0
52245,0
52246,0
52247,1
52248,1
52249,0
52250,0
52251,1
52252,1
52253,1
52254,0
52255,0
52256,1
52257,0
52258,0
52259,0
52260,0
52261,0
52262,0
52263,0
52264,0
52265,0
52266,0
52267,0
52268,0
52269,0
52270,1
52271,0
52272,0
52273,1
52274,0
52275,0
52276,1
52277,0
52278,0
52279,1
52280,0
52281,1
52282,0
52283,1
52284,1
52285,0
52286,0
52287,0
52288,0
52289,0
52290,0
52291,1
52292,0
52293,0
52294,1
52295,0
52296,1
52297,1
52298,0
52299,0
52300,0
52301,0
52302,0
52303,1
52304,0
52305,1
52306,0
52307,1
52308,0
52309,0
52310,0
52311,1
52312,0
52313,1
52314,1
52315,1
52316,0
52317,1
52318,0
52319,0
52320,0
52321,0
52322,0
52323,0
52324,0
52325,1
52326,1
52327,1
52328,1
52329,0
52330,0
52331,1
52332,0
52333,1
52334,1
52335,0
52336,0
52337,0
52338,1
52339,0
52340,0
52341,0
52342,1
52343,0
52344,0
52345,0
52346,0
52347,0
52348,0
52349,0
52350,1
52351,1
52352,0
52353,0
52354,0
52355,0
52356,0
52357,0
52358,0
52359,0
52360,1
52361,0
52362,0
52363,1
52364,0
52365,0
52366,0
52367,0
52368,0
52369,1
52370,1
52371,0
52372,1
52373,0
52374,0
52375,0
52376,1
52377,0
52378,0
52379,1
52380,0
52381,0
52382,0
52383,1
52384,0
52385,0
52386,0
52387,0
52388,0
52389,0
52390,0
52391,0
52392,1
52393,0
52394,1
52395,0
52396,0
52397,0
52398,1
52399,1
52400,0
52401,1
52402,0
52403,0
52404,1
52405,1
52406,0
52407,1
52408,1
52409,0
52410,0
52411,0
52412,0
52413,1
52414,1
52415,0
52416,0
52417,1
52418,0
52419,0
52420,0
52421,0
52422,0
52423,0
52424,0
52425,0
52426,1
52427,1
52428,1
52429,0
52430,1
52431,0
52432,1
52433,0
52434,0
52435,0
52436,0
52437,0
52438,0
52439,0
52440,1
52441,1
52442,0
52443,0
52444,1
52445,1
52446,0
52447,0
52448,1
52449,0
52450,0
52451,0
52452,1
52453,0
52454,0
52455,0
52456,0
52457,0
52458,0
52459,0
52460,0
52461,0
52462,0
52463,0
52464,0
52465,1
52466,1
52467,1
52468,1
52469,0
52470,0
52471,1
52472,0
52473,0
52474,1
52475,1
52476,1
52477,0
52478,0
52479,1
52480,0
52481,1
52482,0
52483,1
52484,1
52485,1
52486,0
52487,1
52488,0
52489,0
52490,0
52491,0
52492,0
52493,0
52494,0
52495,0
52496,0
52497,0
52498,0
52499,1
52500,1
52501,0
52502,1
52503,0
52504,1
52505,0
52506,0
52507,0
52508,1
52509,0
52510,0
52511,0
52512,0
52513,1
52514,1
52515,0
52516,0
52517,0
52518,0
52519,0
52520,1
52521,0
52522,0
52523,1
52524,0
52525,0
52526,0
52527,1
52528,0
52529,0
52530,0
52531,0
52532,1
52533,0
52534,0
52535,0
52536,0
52537,1
52538,1
52539,1
52540,1
52541,1
52542,1
52543,0
52544,0
52545,1
52546,0
52547,0
52548,0
52549,0
52550,0
52551,1
52552,0
52553,0
52554,1
52555,0
52556,0
52557,0
52558,1
52559,0
52560,0
52561,0
52562,0
52563,0
52564,0
52565,0
52566,0
52567,1
52568,0
52569,0
52570,0
52571,1
52572,0
52573,1
52574,0
52575,0
52576,0
52577,0
52578,0
52579,0
52580,0
52581,0
52582,1
52583,0
52584,0
52585,1
52586,0
52587,1
52588,0
52589,1
52590,0
52591,0
52592,1
52593,0
52594,0
52595,1
52596,0
52597,0
52598,0
52599,1
52600,0
52601,0
52602,1
52603,1
52604,1
52605,0
52606,1
52607,0
52608,0
52609,0
52610,0
52611,1
52612,0
52613,1
52614,0
52615,1
52616,1
52617,0
52618,1
52619,0
52620,0
52621,0
52622,0
52623,1
52624,0
52625,0
52626,0
52627,1
52628,0
52629,0
52630,1
52631,0
52632,0
52633,0
52634,0
52635,0
52636,0
52637,1
52638,0
52639,0
52640,1
52641,0
52642,0
52643,0
52644,0
52645,0
52646,0
52647,0
52648,1
52649,1
52650,1
52651,1
52652,0
52653,0
52654,0
52655,0
52656,0
52657,0
52658,1
52659,0
52660,0
52661,1
52662,0
52663,0
52664,0
52665,0
52666,0
52667,0
52668,1
52669,0
52670,0
52671,0
52672,1
52673,0
52674,0
52675,0
52676,0
52677,0
52678,1
52679,1
52680,0
52681,1
52682,0
52683,0
52684,0
52685,0
52686,1
52687,1
52688,0
52689,0
52690,0
52691,0
52692,0
52693,0
52694,0
52695,0
52696,0
52697,1
52698,0
52699,0
52700,1
52701,0
52702,0
52703,0
52704,1
52705,1
52706,0
52707,1
52708,0
52709,1
52710,0
52711,0
52712,0
52713,1
52714,0
52715,0
52716,0
52717,0
52718,0
52719,0
52720,1
52721,0
52722,0
52723,0
52724,1
52725,1
52726,1
52727,0
52728,0
52729,0
52730,0
52731,0
52732,0
52733,0
52734,1
52735,1
52736,0
52737,1
52738,0
52739,0
52740,0
52741,0
52742,0
52743,0
52744,1
52745,0
52746,1
52747,0
52748,0
52749,0
52750,1
52751,0
52752,0
52753,0
52754,0
52755,0
52756,0
52757,0
52758,0
52759,1
52760,0
52761,0
52762,1
52763,1
52764,0
52765,1
52766,0
52767,1
52768,0
52769,0
52770,1
52771,1
52772,0
52773,1
52774,0
52775,0
52776,1
52777,1
52778,0
52779,0
52780,0
52781,0
52782,1
52783,0
52784,0
52785,1
52786,1
52787,0
52788,1
52789,0
52790,0
52791,0
52792,0
52793,0
52794,0
52795,1
52796,0
52797,0
52798,0
52799,0
52800,0
52801,0
52802,0
52803,0
52804,0
52805,0
52806,0
52807,0
52808,1
52809,0
52810,1
52811,0
52812,0
52813,0
52814,0
52815,1
52816,1
52817,1
52818,1
52819,0
52820,1
52821,0
52822,0
52823,0
52824,0
52825,1
52826,1
52827,1
52828,0
52829,0
52830,0
52831,1
52832,0
52833,1
52834,0
52835,1
52836,1
52837,1
52838,1
52839,0
52840,1
52841,0
52842,0
52843,0
52844,1
52845,0
52846,0
52847,0
52848,1
52849,1
52850,0
52851,1
52852,0
52853,1
52854,0
52855,0
52856,1
52857,1
52858,0
52859,0
52860,1
52861,0
52862,1
52863,0
52864,0
52865,0
52866,0
52867,0
52868,0
52869,0
52870,0
52871,0
52872,0
52873,0
52874,1
52875,0
52876,0
52877,0
52878,0
52879,1
52880,0
52881,1
52882,0
52883,0
52884,0
52885,0
52886,1
52887,0
52888,0
52889,0
52890,1
52891,1
52892,0
52893,1
52894,0
52895,0
52896,0
52897,0
52898,1
52899,1
52900,1
52901,0
52902,1
52903,0
52904,0
52905,0
52906,0
52907,1
52908,1
52909,1
52910,1
52911,0
52912,1
52913,0
52914,1
52915,0
52916,0
52917,1
52918,0
52919,0
52920,1
52921,0
52922,0
52923,1
52924,0
52925,0
52926,0
52927,0
52928,1
52929,1
52930,1
52931,0
52932,1
52933,1
52934,0
52935,0
52936,0
52937,1
52938,1
52939,0
52940,0
52941,1
52942,0
52943,0
52944,0
52945,0
52946,0
52947,0
52948,0
52949,1
52950,0
52951,1
52952,0
52953,0
52954,0
52955,0
52956,0
52957,0
52958,0
52959,0
52960,0
52961,1
52962,1
52963,1
52964,0
52965,0
52966,0
52967,0
52968,0
52969,0
52970,1
52971,0
52972,1
52973,1
52974,1
52975,1
52976,0
52977,0
52978,0
52979,0
52980,0
52981,0
52982,0
52983,0
52984,0
52985,1
52986,0
52987,1
52988,1
52989,0
52990,0
52991,1
52992,1
52993,0
52994,0
52995,0
52996,0
52997,1
52998,1
52999,0
53000,0
53001,0
53002,1
53003,1
53004,0
53005,0
53006,0
53007,0
53008,0
53009,0
53010,1
53011,0
53012,0
53013,0
53014,0
53015,1
53016,0
53017,1
53018,0
53019,0
53020,0
53021,0
53022,0
53023,1
53024,0
53025,0
53026,0
53027,0
53028,0
53029,0
53030,0
53031,1
53032,0
53033,0
53034,0
53035,0
53036,0
53037,0
53038,0
53039,0
53040,1
53041,0
53042,0
53043,1
53044,0
53045,0
53046,1
53047,0
53048,1
53049,1
53050,0
53051,1
53052,0
53053,0
53054,0
53055,0
53056,0
53057,0
53058,0
53059,0
53060,0
53061,0
53062,0
53063,1
53064,0
53065,0
53066,1
53067,0
53068,1
53069,0
53070,1
53071,0
53072,1
53073,0
53074,0
53075,0
53076,1
53077,0
53078,0
53079,0
53080,0
53081,1
53082,0
53083,0
53084,0
53085,1
53086,1
53087,1
53088,0
53089,0
53090,1
53091,1
53092,0
53093,0
53094,1
53095,1
53096,0
53097,0
53098,0
53099,1
53100,1
53101,0
53102,1
53103,0
53104,0
53105,0
53106,0
53107,0
53108,1
53109,0
53110,0
53111,0
53112,1
53113,1
53114,0
53115,1
53116,1
53117,1
53118,0
53119,0
53120,0
53121,0
53122,0
53123,0
53124,0
53125,1
53126,0
53127,0
53128,0
53129,0
53130,0
53131,0
53132,0
53133,0
53134,0
53135,0
53136,0
53137,0
53138,0
53139,0
53140,1
53141,1
53142,1
53143,0
53144,1
53145,1
53146,0
53147,0
53148,0
53149,1
53150,1
53151,0
53152,0
53153,1
53154,0
53155,0
53156,0
53157,0
53158,1
53159,0
53160,0
53161,0
53162,1
53163,0
53164,0
53165,0
53166,1
53167,1
53168,0
53169,1
53170,0
53171,1
53172,0
53173,1
53174,0
53175,0
53176,0
53177,1
53178,1
53179,0
53180,1
53181,0
53182,0
53183,0
53184,1
53185,0
53186,0
53187,0
53188,0
53189,0
53190,0
53191,0
53192,0
53193,0
53194,1
53195,1
53196,0
53197,1
53198,1
53199,0
53200,1
53201,0
53202,0
53203,1
53204,0
53205,0
53206,1
53207,0
53208,0
53209,0
53210,1
53211,0
53212,0
53213,1
53214,0
53215,0
53216,0
53217,0
53218,0
53219,1
53220,0
53221,0
53222,1
53223,0
53224,0
53225,1
53226,0
53227,0
53228,1
53229,0
53230,0
53231,0
53232,0
53233,0
53234,0
53235,0
53236,0
53237,0
53238,0
53239,0
53240,0
53241,1
53242,1
53243,1
53244,1
53245,0
53246,1
53247,1
53248,1
53249,0
53250,1
53251,0
53252,0
53253,1
53254,0
53255,0
53256,0
53257,0
53258,1
53259,0
53260,0
53261,1
53262,0
53263,0
53264,0
53265,1
53266,0
53267,1
53268,0
53269,0
53270,0
53271,0
53272,1
53273,0
53274,1
53275,0
53276,1
53277,1
53278,0
53279,0
53280,0
53281,0
53282,0
53283,1
53284,0
53285,0
53286,1
53287,0
53288,1
53289,1
53290,1
53291,0
53292,0
53293,0
53294,0
53295,1
53296,0
53297,1
53298,0
53299,0
53300,0
53301,0
53302,0
53303,1
53304,0
53305,0
53306,0
53307,1
53308,1
53309,1
53310,0
53311,0
53312,0
53313,0
53314,0
53315,0
53316,0
53317,0
53318,0
53319,0
53320,0
53321,1
53322,0
53323,0
53324,0
53325,0
53326,0
53327,0
53328,0
53329,0
53330,0
53331,0
53332,0
53333,0
53334,1
53335,0
53336,0
53337,0
53338,0
53339,0
53340,0
53341,1
53342,1
53343,1
53344,0
53345,0
53346,0
53347,0
53348,0
53349,0
53350,1
53351,0
53352,1
53353,1
53354,0
53355,0
53356,0
53357,0
53358,0
53359,0
53360,0
53361,0
53362,0
53363,0
53364,0
53365,0
53366,0
53367,1
53368,0
53369,0
53370,0
53371,0
53372,1
53373,0
53374,1
53375,0
53376,0
53377,0
53378,0
53379,0
53380,0
53381,0
53382,0
53383,0
53384,0
53385,0
53386,1
53387,0
53388,0
53389,0
53390,0
53391,1
53392,0
53393,0
53394,0
53395,1
53396,1
53397,1
53398,0
53399,0
53400,1
53401,1
53402,0
53403,0
53404,0
53405,0
53406,0
53407,0
53408,0
53409,0
53410,0
53411,0
53412,0
53413,0
53414,0
53415,0
53416,0
53417,1
53418,0
53419,1
53420,0
53421,0
53422,0
53423,0
53424,0
53425,0
53426,1
53427,1
53428,0
53429,0
53430,0
53431,1
53432,0
53433,0
53434,1
53435,0
53436,0
53437,1
53438,0
53439,0
53440,1
53441,0
53442,0
53443,1
53444,1
53445,1
53446,1
53447,0
53448,1
53449,0
53450,0
53451,0
53452,0
53453,0
53454,1
53455,0
53456,0
53457,0
53458,0
53459,0
53460,0
53461,1
53462,0
53463,0
53464,1
53465,0
53466,0
53467,0
53468,0
53469,1
53470,0
53471,1
53472,0
53473,1
53474,1
53475,0
53476,0
53477,1
53478,0
53479,1
53480,0
53481,0
53482,0
53483,1
53484,0
53485,0
53486,1
53487,1
53488,0
53489,1
53490,1
53491,0
53492,0
53493,1
53494,0
53495,0
53496,0
53497,1
53498,0
53499,0
53500,0
53501,0
53502,1
53503,1
53504,0
53505,1
53506,0
53507,1
53508,0
53509,0
53510,0
53511,0
53512,1
53513,0
53514,0
53515,0
53516,0
53517,0
53518,1
53519,0
53520,0
53521,0
53522,0
53523,0
53524,0
53525,1
53526,0
53527,0
53528,0
53529,0
53530,0
53531,0
53532,0
53533,0
53534,1
53535,1
53536,1
53537,0
53538,1
53539,1
53540,0
53541,0
53542,0
53543,0
53544,0
53545,0
53546,0
53547,1
53548,0
53549,1
53550,0
53551,0
53552,1
53553,0
53554,0
53555,0
53556,0
53557,1
53558,1
53559,0
53560,0
53561,0
53562,0
53563,0
53564,0
53565,0
53566,0
53567,0
53568,0
53569,0
53570,0
53571,1
53572,0
53573,1
53574,0
53575,0
53576,1
53577,0
53578,1
53579,1
53580,1
53581,1
53582,0
53583,1
53584,0
53585,1
53586,0
53587,0
53588,1
53589,1
53590,0
53591,1
53592,1
53593,0
53594,1
53595,1
53596,0
53597,0
53598,1
53599,0
53600,1
53601,0
53602,0
53603,0
53604,1
53605,1
53606,0
53607,0
53608,0
53609,1
53610,0
53611,0
53612,0
53613,0
53614,0
53615,0
53616,0
53617,1
53618,0
53619,1
53620,0
53621,0
53622,0
53623,0
53624,0
53625,0
53626,0
53627,0
53628,1
53629,1
53630,0
53631,0
53632,1
53633,0
53634,0
53635,0
53636,0
53637,1
53638,1
53639,0
53640,0
53641,1
53642,1
53643,0
53644,0
53645,0
53646,0
53647,0
53648,0
53649,0
53650,0
53651,1
53652,0
53653,0
53654,0
53655,0
53656,0
53657,1
53658,1
53659,1
53660,0
53661,0
53662,0
53663,0
53664,1
53665,0
53666,0
53667,0
53668,1
53669,0
53670,1
53671,0
53672,0
53673,1
53674,0
53675,0
53676,0
53677,1
53678,1
53679,0
